,quadrante,caracteristica
17838,Desafiador (D+R-),Preço_Outros
17839,Desafiador (D+R-),Preço_Outros
17840,Desafiador (D+R-),Preço_Outros
17841,Desafiador (D+R-),Preço_Outros
17842,Desafiador (D+R-),Preço_Outros
17843,Desafiador (D+R-),Preço_Outros
17844,Estável (D-R-),Preço_Outros
17845,Estável (D-R-),Preço_Outros
17846,Estável (D-R-),Preço_Outros
17847,Estável (D-R-),Preço_Outros
17848,Eficiente (D-R+),Preço_Outros
17849,Desafiador (D+R-),Preço_Outros
17850,Estável (D-R-),Preço_Outros
17851,Estável (D-R-),Preço_Outros
17852,Estável (D-R-),Preço_Outros
17853,Estável (D-R-),Preço_Outros
17854,Eficiente (D-R+),Preço_Outros
17855,Estável (D-R-),Preço_Outros
17856,Estável (D-R-),Preço_Outros
17857,Estável (D-R-),Preço_Outros
17858,Estável (D-R-),Preço_Outros
17859,Eficiente (D-R+),Preço_Outros
17860,Estável (D-R-),Preço_Outros
17861,Eficiente (D-R+),Preço_Outros
17862,Estável (D-R-),Preço_Outros
17863,Eficiente (D-R+),Preço_Outros
17864,Desafiador (D+R-),Preço_Outros
17865,Estável (D-R-),Preço_Outros
17866,Estável (D-R-),Preço_Outros
17867,Estável (D-R-),Preço_Outros
17868,Estável (D-R-),Preço_Outros
17869,Eficiente (D-R+),Preço_Outros
17870,Estável (D-R-),Preço_Outros
17871,Estável (D-R-),Preço_Outros
17872,Estável (D-R-),Preço_Outros
17873,Estável (D-R-),Preço_Outros
17874,Estável (D-R-),Preço_Outros
17875,Estável (D-R-),Preço_Outros
17876,Estável (D-R-),Preço_Outros
17877,Estável (D-R-),Preço_Outros
17878,Desafiador (D+R-),Preço_Outros
17879,Desafiador (D+R-),Preço_Outros
17880,Desafiador (D+R-),Preço_Outros
17881,Estável (D-R-),Preço_Outros
17882,Estável (D-R-),Preço_Outros
17883,Desafiador (D+R-),Preço_Outros
17884,Estável (D-R-),Preço_Outros
17885,Estável (D-R-),Preço_Outros
17886,Desafiador (D+R-),Preço_Outros
17887,Estável (D-R-),Preço_Outros
17888,Desafiador (D+R-),Preço_Outros
17889,Eficiente (D-R+),Preço_Outros
17890,Estável (D-R-),Preço_Outros
17891,Estável (D-R-),Preço_Outros
17892,Estável (D-R-),Preço_Outros
17893,Desafiador (D+R-),Preço_Outros
17894,Desafiador (D+R-),Preço_Outros
17895,Lucrativo (D+R+),Preço_Outros
17896,Estável (D-R-),Preço_Outros
17897,Estável (D-R-),Preço_Outros
17898,Estável (D-R-),Preço_Outros
17899,Estável (D-R-),Preço_Outros
17900,Estável (D-R-),Preço_Outros
17901,Estável (D-R-),Preço_Outros
17902,Estável (D-R-),Preço_Outros
17903,Estável (D-R-),Preço_Outros
17904,Estável (D-R-),Preço_2
17905,Estável (D-R-),Preço_2
17906,Desafiador (D+R-),Preço_2
17907,Eficiente (D-R+),Preço_2
17908,Estável (D-R-),Preço_2
17909,Estável (D-R-),Preço_2
17910,Estável (D-R-),Preço_2
17911,Desafiador (D+R-),Preço_2
17912,Desafiador (D+R-),Preço_2
17913,Desafiador (D+R-),Preço_2
17914,Eficiente (D-R+),Preço_2
17915,Desafiador (D+R-),Preço_2
17916,Desafiador (D+R-),Preço_2
17917,Desafiador (D+R-),Preço_2
17918,Desafiador (D+R-),Preço_2
17919,Estável (D-R-),Preço_2
17920,Desafiador (D+R-),Preço_2
17921,Desafiador (D+R-),Preço_2
17922,Desafiador (D+R-),Preço_2
17923,Desafiador (D+R-),Preço_2
17924,Desafiador (D+R-),Preço_2
17925,Desafiador (D+R-),Preço_2
17926,Desafiador (D+R-),Preço_2
17927,Desafiador (D+R-),Preço_2
17928,Desafiador (D+R-),Preço_2
17929,Desafiador (D+R-),Preço_2
17930,Desafiador (D+R-),Preço_2
17931,Estável (D-R-),Preço_2
17932,Desafiador (D+R-),Preço_2
17933,Desafiador (D+R-),Preço_2
17934,Desafiador (D+R-),Preço_2
17935,Estável (D-R-),Preço_2
17936,Desafiador (D+R-),Preço_2
17937,Estável (D-R-),Preço_2
17938,Estável (D-R-),Preço_2
17939,Estável (D-R-),Preço_2
17940,Desafiador (D+R-),Preço_2
17941,Desafiador (D+R-),Preço_2
17942,Desafiador (D+R-),Preço_2
17943,Estável (D-R-),Preço_2
17944,Estável (D-R-),Preço_2
17945,Desafiador (D+R-),Preço_2
17946,Desafiador (D+R-),Preço_2
17947,Desafiador (D+R-),Preço_2
17948,Estável (D-R-),Preço_2
17949,Desafiador (D+R-),Preço_2
17950,Estável (D-R-),Preço_2
17951,Desafiador (D+R-),Preço_2
17952,Desafiador (D+R-),Preço_2
17953,Estável (D-R-),Preço_2
17954,Estável (D-R-),Preço_2
17955,Estável (D-R-),Preço_2
17956,Estável (D-R-),Preço_2
17957,Lucrativo (D+R+),Preço_Outros
17958,Lucrativo (D+R+),Preço_Outros
17959,Lucrativo (D+R+),Preço_Outros
17960,Lucrativo (D+R+),Preço_Outros
17961,Lucrativo (D+R+),Preço_Outros
17962,Lucrativo (D+R+),Preço_Outros
17963,Lucrativo (D+R+),Preço_Outros
17964,Lucrativo (D+R+),Preço_Outros
17965,Lucrativo (D+R+),Preço_Outros
17966,Lucrativo (D+R+),Preço_Outros
17967,Lucrativo (D+R+),Preço_Outros
17968,Lucrativo (D+R+),Preço_Outros
17969,Lucrativo (D+R+),Preço_Outros
17970,Lucrativo (D+R+),Preço_Outros
17971,Lucrativo (D+R+),Preço_Outros
17972,Lucrativo (D+R+),Preço_Outros
17973,Lucrativo (D+R+),Preço_Outros
17974,Lucrativo (D+R+),Preço_Outros
17975,Eficiente (D-R+),Preço_Outros
17976,Eficiente (D-R+),Preço_Outros
17977,Desafiador (D+R-),Preço_Outros
17978,Eficiente (D-R+),Preço_Outros
17979,Eficiente (D-R+),Preço_Outros
17980,Eficiente (D-R+),Preço_Outros
17981,Eficiente (D-R+),Preço_Outros
17982,Eficiente (D-R+),Preço_Outros
17983,Eficiente (D-R+),Preço_Outros
17984,Eficiente (D-R+),Preço_Outros
17985,Estável (D-R-),Preço_Outros
17986,Eficiente (D-R+),Preço_Outros
17987,Desafiador (D+R-),Preço_Outros
17988,Lucrativo (D+R+),Preço_Outros
17989,Lucrativo (D+R+),Preço_Outros
17990,Lucrativo (D+R+),Preço_Outros
17991,Lucrativo (D+R+),Preço_Outros
17992,Lucrativo (D+R+),Preço_Outros
17993,Eficiente (D-R+),Preço_Outros
17994,Eficiente (D-R+),Preço_Outros
17995,Estável (D-R-),Preço_Outros
17996,Eficiente (D-R+),Preço_Outros
17997,Eficiente (D-R+),Preço_Outros
17998,Eficiente (D-R+),Preço_Outros
17999,Estável (D-R-),Preço_Outros
18000,Desafiador (D+R-),Preço_Outros
18001,Lucrativo (D+R+),Preço_Outros
18002,Estável (D-R-),Preço_Outros
18003,Estável (D-R-),Preço_Outros
18004,Eficiente (D-R+),Preço_Outros
18005,Eficiente (D-R+),Preço_Outros
18006,Estável (D-R-),Preço_Outros
18007,Desafiador (D+R-),Preço_Outros
18008,Lucrativo (D+R+),Preço_Outros
18009,Estável (D-R-),Preço_Outros
18010,Lucrativo (D+R+),Preço_Outros
18011,Desafiador (D+R-),Preço_Outros
18012,Estável (D-R-),Preço_Outros
18013,Eficiente (D-R+),Preço_Outros
18014,Lucrativo (D+R+),Preço_Outros
18015,Eficiente (D-R+),Preço_Outros
18016,Estável (D-R-),Preço_Outros
18017,Lucrativo (D+R+),Preço_Outros
18018,Lucrativo (D+R+),Preço_Outros
18019,Desafiador (D+R-),Preço_Outros
18020,Lucrativo (D+R+),Preço_Outros
18021,Lucrativo (D+R+),Preço_Outros
18022,Desafiador (D+R-),Preço_Outros
18023,Estável (D-R-),Preço_Outros
18024,Estável (D-R-),Preço_Outros
18025,Estável (D-R-),Preço_Outros
18026,Desafiador (D+R-),Preço_Outros
18027,Desafiador (D+R-),Preço_Outros
18028,Desafiador (D+R-),Preço_Outros
18029,Desafiador (D+R-),Preço_Outros
18030,Lucrativo (D+R+),Preço_Outros
18031,Lucrativo (D+R+),Preço_Outros
18032,Desafiador (D+R-),Preço_Outros
18033,Desafiador (D+R-),Preço_Outros
18034,Desafiador (D+R-),Preço_Outros
18035,Desafiador (D+R-),Preço_Outros
18036,Desafiador (D+R-),Preço_Outros
18037,Desafiador (D+R-),Preço_Outros
18038,Lucrativo (D+R+),Preço_Outros
18039,Desafiador (D+R-),Preço_Outros
18040,Desafiador (D+R-),Preço_Outros
18041,Desafiador (D+R-),Preço_Outros
18042,Desafiador (D+R-),Preço_Outros
18043,Desafiador (D+R-),Preço_Outros
18044,Desafiador (D+R-),Preço_Outros
18045,Lucrativo (D+R+),Preço_Outros
18046,Lucrativo (D+R+),Preço_Outros
18047,Estável (D-R-),Preço_Outros
18048,Desafiador (D+R-),Preço_Outros
18049,Desafiador (D+R-),Preço_Outros
18050,Estável (D-R-),Preço_Outros
18051,Eficiente (D-R+),Preço_Outros
18052,Eficiente (D-R+),Preço_Outros
18053,Estável (D-R-),Preço_Outros
18054,Lucrativo (D+R+),Preço_Outros
18055,Estável (D-R-),Preço_Outros
18056,Desafiador (D+R-),Preço_Outros
18057,Lucrativo (D+R+),Preço_Outros
18058,Lucrativo (D+R+),Preço_Outros
18059,Lucrativo (D+R+),Preço_Outros
18060,Lucrativo (D+R+),Preço_Outros
18061,Desafiador (D+R-),Preço_Outros
18062,Eficiente (D-R+),Preço_Outros
18063,Eficiente (D-R+),Preço_Outros
18064,Estável (D-R-),Preço_Outros
18065,Desafiador (D+R-),Preço_Outros
18066,Estável (D-R-),Preço_Outros
18067,Estável (D-R-),Preço_Outros
18068,Eficiente (D-R+),Preço_Outros
18069,Lucrativo (D+R+),Preço_Outros
18070,Estável (D-R-),Preço_Outros
18071,Lucrativo (D+R+),Preço_Outros
18072,Estável (D-R-),Preço_Outros
18073,Estável (D-R-),Preço_Outros
18074,Estável (D-R-),Preço_Outros
18075,Estável (D-R-),Preço_Outros
18076,Estável (D-R-),Preço_Outros
18077,Eficiente (D-R+),Preço_Outros
18078,Estável (D-R-),Preço_Outros
18079,Estável (D-R-),Preço_Outros
18080,Estável (D-R-),Preço_Outros
18081,Eficiente (D-R+),Preço_Outros
18082,Estável (D-R-),Preço_Outros
18083,Estável (D-R-),Preço_Outros
18084,Estável (D-R-),Preço_Outros
18085,Estável (D-R-),Preço_Outros
18086,Estável (D-R-),Preço_Outros
18087,Eficiente (D-R+),Preço_Outros
18088,Eficiente (D-R+),Preço_Outros
18089,Estável (D-R-),Preço_Outros
18090,Estável (D-R-),Preço_Outros
18091,Desafiador (D+R-),Preço_Outros
18092,Estável (D-R-),Preço_Outros
18093,Estável (D-R-),Preço_Outros
18094,Estável (D-R-),Preço_Outros
18095,Eficiente (D-R+),Preço_Outros
18096,Estável (D-R-),Preço_Outros
18097,Estável (D-R-),Preço_Outros
18098,Desafiador (D+R-),Preço_Outros
18099,Desafiador (D+R-),Preço_Outros
18100,Desafiador (D+R-),Preço_Outros
18101,Estável (D-R-),Preço_Outros
18102,Estável (D-R-),Preço_Outros
18103,Lucrativo (D+R+),Preço_Outros
18104,Desafiador (D+R-),Preço_Outros
18105,Lucrativo (D+R+),Preço_Outros
18106,Lucrativo (D+R+),Preço_Outros
18107,Lucrativo (D+R+),Preço_Outros
18108,Desafiador (D+R-),Preço_Outros
18109,Lucrativo (D+R+),Preço_Outros
18110,Desafiador (D+R-),Preço_Outros
18111,Lucrativo (D+R+),Preço_Outros
18112,Lucrativo (D+R+),Preço_Outros
18113,Lucrativo (D+R+),Preço_Outros
18114,Lucrativo (D+R+),Preço_Outros
18115,Lucrativo (D+R+),Preço_Outros
18116,Desafiador (D+R-),Preço_Outros
18117,Lucrativo (D+R+),Preço_Outros
18118,Lucrativo (D+R+),Preço_Outros
18119,Lucrativo (D+R+),Preço_Outros
18120,Lucrativo (D+R+),Preço_Outros
18121,Lucrativo (D+R+),Preço_Outros
18122,Eficiente (D-R+),Preço_Outros
18123,Estável (D-R-),Preço_Outros
18124,Eficiente (D-R+),Preço_Outros
18125,Eficiente (D-R+),Preço_Outros
18126,Eficiente (D-R+),Preço_Outros
18127,Eficiente (D-R+),Preço_Outros
18128,Eficiente (D-R+),Preço_Outros
18129,Eficiente (D-R+),Preço_Outros
18130,Eficiente (D-R+),Preço_Outros
18131,Eficiente (D-R+),Preço_Outros
18132,Estável (D-R-),Preço_Outros
18133,Lucrativo (D+R+),Preço_Outros
18134,Lucrativo (D+R+),Preço_Outros
18135,Lucrativo (D+R+),Preço_Outros
18136,Lucrativo (D+R+),Preço_Outros
18137,Lucrativo (D+R+),Preço_Outros
18138,Lucrativo (D+R+),Preço_Outros
18139,Lucrativo (D+R+),Preço_Outros
18140,Eficiente (D-R+),Preço_Outros
18141,Eficiente (D-R+),Preço_Outros
18142,Eficiente (D-R+),Preço_Outros
18143,Eficiente (D-R+),Preço_Outros
18144,Eficiente (D-R+),Preço_Outros
18145,Eficiente (D-R+),Preço_Outros
18146,Eficiente (D-R+),Preço_Outros
18147,Eficiente (D-R+),Preço_Outros
18148,Estável (D-R-),Preço_Outros
18149,Eficiente (D-R+),Preço_Outros
18150,Estável (D-R-),Preço_Outros
18151,Eficiente (D-R+),Preço_Outros
18152,Eficiente (D-R+),Preço_Outros
18153,Eficiente (D-R+),Preço_Outros
18154,Eficiente (D-R+),Preço_Outros
18155,Desafiador (D+R-),Preço_Outros
18156,Lucrativo (D+R+),Preço_Outros
18157,Desafiador (D+R-),Preço_Outros
18158,Lucrativo (D+R+),Preço_Outros
18159,Eficiente (D-R+),Preço_Outros
18160,Eficiente (D-R+),Preço_Outros
18161,Eficiente (D-R+),Preço_Outros
18162,Eficiente (D-R+),Preço_Outros
18163,Lucrativo (D+R+),Preço_Outros
18164,Lucrativo (D+R+),Preço_Outros
18165,Lucrativo (D+R+),Preço_Outros
18166,Lucrativo (D+R+),Preço_Outros
18167,Lucrativo (D+R+),Preço_Outros
18168,Desafiador (D+R-),Preço_Outros
18169,Desafiador (D+R-),Preço_Outros
18170,Estável (D-R-),Preço_Outros
18171,Eficiente (D-R+),Preço_Outros
18172,Estável (D-R-),Preço_Outros
18173,Desafiador (D+R-),Preço_Outros
18174,Desafiador (D+R-),Preço_Outros
18175,Estável (D-R-),Preço_Outros
18176,Lucrativo (D+R+),Preço_Outros
18177,Lucrativo (D+R+),Preço_Outros
18178,Lucrativo (D+R+),Preço_Outros
18179,Lucrativo (D+R+),Preço_Outros
18180,Lucrativo (D+R+),Preço_Outros
18181,Lucrativo (D+R+),Preço_Outros
18182,Lucrativo (D+R+),Preço_Outros
18183,Lucrativo (D+R+),Preço_Outros
18184,Lucrativo (D+R+),Preço_Outros
18185,Lucrativo (D+R+),Preço_Outros
18186,Lucrativo (D+R+),Preço_Outros
18187,Lucrativo (D+R+),Preço_Outros
18188,Lucrativo (D+R+),Preço_Outros
18189,Lucrativo (D+R+),Preço_Outros
18190,Lucrativo (D+R+),Preço_Outros
18191,Lucrativo (D+R+),Preço_Outros
18192,Lucrativo (D+R+),Preço_Outros
18193,Lucrativo (D+R+),Preço_Outros
18194,Eficiente (D-R+),Preço_Outros
18195,Eficiente (D-R+),Preço_Outros
18196,Eficiente (D-R+),Preço_Outros
18197,Lucrativo (D+R+),Preço_Outros
18198,Eficiente (D-R+),Preço_Outros
18199,Eficiente (D-R+),Preço_Outros
18200,Eficiente (D-R+),Preço_Outros
18201,Lucrativo (D+R+),Preço_Outros
18202,Eficiente (D-R+),Preço_Outros
18203,Eficiente (D-R+),Preço_Outros
18204,Eficiente (D-R+),Preço_Outros
18205,Eficiente (D-R+),Preço_Outros
18206,Lucrativo (D+R+),Preço_Outros
18207,Lucrativo (D+R+),Preço_Outros
18208,Lucrativo (D+R+),Preço_Outros
18209,Lucrativo (D+R+),Preço_Outros
18210,Lucrativo (D+R+),Preço_Outros
18211,Lucrativo (D+R+),Preço_Outros
18212,Eficiente (D-R+),Preço_Outros
18213,Eficiente (D-R+),Preço_Outros
18214,Eficiente (D-R+),Preço_Outros
18215,Eficiente (D-R+),Preço_Outros
18216,Eficiente (D-R+),Preço_Outros
18217,Lucrativo (D+R+),Preço_Outros
18218,Eficiente (D-R+),Preço_Outros
18219,Eficiente (D-R+),Preço_Outros
18220,Eficiente (D-R+),Preço_Outros
18221,Eficiente (D-R+),Preço_Outros
18222,Eficiente (D-R+),Preço_Outros
18223,Eficiente (D-R+),Preço_Outros
18224,Eficiente (D-R+),Preço_Outros
18225,Eficiente (D-R+),Preço_Outros
18226,Eficiente (D-R+),Preço_Outros
18227,Eficiente (D-R+),Preço_Outros
18228,Eficiente (D-R+),Preço_Outros
18229,Eficiente (D-R+),Preço_Outros
18230,Lucrativo (D+R+),Preço_Outros
18231,Eficiente (D-R+),Preço_Outros
18232,Lucrativo (D+R+),Preço_Outros
18233,Eficiente (D-R+),Preço_Outros
18234,Eficiente (D-R+),Preço_Outros
18235,Eficiente (D-R+),Preço_Outros
18236,Eficiente (D-R+),Preço_Outros
18237,Eficiente (D-R+),Preço_Outros
18238,Lucrativo (D+R+),Preço_Outros
18239,Lucrativo (D+R+),Preço_Outros
18240,Lucrativo (D+R+),Preço_Outros
18241,Eficiente (D-R+),Preço_Outros
18242,Eficiente (D-R+),Preço_Outros
18243,Eficiente (D-R+),Preço_Outros
18244,Estável (D-R-),Preço_Outros
18245,Eficiente (D-R+),Preço_Outros
18246,Eficiente (D-R+),Preço_Outros
18247,Lucrativo (D+R+),Preço_Outros
18248,Lucrativo (D+R+),Preço_Outros
18249,Eficiente (D-R+),Preço_Outros
18250,Estável (D-R-),Preço_Outros
18251,Lucrativo (D+R+),Preço_Outros
18252,Lucrativo (D+R+),Preço_Outros
18253,Lucrativo (D+R+),Preço_Outros
18254,Lucrativo (D+R+),Preço_Outros
18255,Lucrativo (D+R+),Preço_Outros
18256,Lucrativo (D+R+),Preço_Outros
18257,Lucrativo (D+R+),Preço_Outros
18258,Lucrativo (D+R+),Preço_Outros
18259,Lucrativo (D+R+),Preço_Outros
18260,Lucrativo (D+R+),Preço_Outros
18261,Lucrativo (D+R+),Preço_Outros
18262,Lucrativo (D+R+),Preço_Outros
18263,Lucrativo (D+R+),Preço_Outros
18264,Lucrativo (D+R+),Preço_Outros
18265,Lucrativo (D+R+),Preço_Outros
18266,Lucrativo (D+R+),Preço_Outros
18267,Lucrativo (D+R+),Preço_Outros
18268,Lucrativo (D+R+),Preço_Outros
18269,Eficiente (D-R+),Preço_Outros
18270,Lucrativo (D+R+),Preço_Outros
18271,Eficiente (D-R+),Preço_Outros
18272,Eficiente (D-R+),Preço_Outros
18273,Eficiente (D-R+),Preço_Outros
18274,Lucrativo (D+R+),Preço_Outros
18275,Eficiente (D-R+),Preço_Outros
18276,Eficiente (D-R+),Preço_Outros
18277,Eficiente (D-R+),Preço_Outros
18278,Eficiente (D-R+),Preço_Outros
18279,Eficiente (D-R+),Preço_Outros
18280,Eficiente (D-R+),Preço_Outros
18281,Lucrativo (D+R+),Preço_Outros
18282,Lucrativo (D+R+),Preço_Outros
18283,Lucrativo (D+R+),Preço_Outros
18284,Lucrativo (D+R+),Preço_Outros
18285,Lucrativo (D+R+),Preço_Outros
18286,Lucrativo (D+R+),Preço_Outros
18287,Eficiente (D-R+),Preço_Outros
18288,Eficiente (D-R+),Preço_Outros
18289,Eficiente (D-R+),Preço_Outros
18290,Lucrativo (D+R+),Preço_Outros
18291,Eficiente (D-R+),Preço_Outros
18292,Lucrativo (D+R+),Preço_Outros
18293,Eficiente (D-R+),Preço_Outros
18294,Eficiente (D-R+),Preço_Outros
18295,Eficiente (D-R+),Preço_Outros
18296,Eficiente (D-R+),Preço_Outros
18297,Eficiente (D-R+),Preço_Outros
18298,Eficiente (D-R+),Preço_Outros
18299,Eficiente (D-R+),Preço_Outros
18300,Eficiente (D-R+),Preço_Outros
18301,Eficiente (D-R+),Preço_Outros
18302,Eficiente (D-R+),Preço_Outros
18303,Lucrativo (D+R+),Preço_Outros
18304,Lucrativo (D+R+),Preço_Outros
18305,Lucrativo (D+R+),Preço_Outros
18306,Lucrativo (D+R+),Preço_Outros
18307,Eficiente (D-R+),Preço_Outros
18308,Eficiente (D-R+),Preço_Outros
18309,Eficiente (D-R+),Preço_Outros
18310,Eficiente (D-R+),Preço_Outros
18311,Lucrativo (D+R+),Preço_Outros
18312,Lucrativo (D+R+),Preço_Outros
18313,Lucrativo (D+R+),Preço_Outros
18314,Lucrativo (D+R+),Preço_Outros
18315,Lucrativo (D+R+),Preço_Outros
18316,Lucrativo (D+R+),Preço_Outros
18317,Eficiente (D-R+),Preço_Outros
18318,Eficiente (D-R+),Preço_Outros
18319,Eficiente (D-R+),Preço_Outros
18320,Lucrativo (D+R+),Preço_Outros
18321,Lucrativo (D+R+),Preço_Outros
18322,Eficiente (D-R+),Preço_Outros
18323,Desafiador (D+R-),Preço_Outros
18324,Lucrativo (D+R+),Preço_Outros
18325,Lucrativo (D+R+),Preço_Outros
18326,Lucrativo (D+R+),Preço_Outros
18327,Lucrativo (D+R+),Preço_Outros
18328,Lucrativo (D+R+),Preço_Outros
18329,Lucrativo (D+R+),Preço_Outros
18330,Lucrativo (D+R+),Preço_Outros
18331,Lucrativo (D+R+),Preço_Outros
18332,Lucrativo (D+R+),Preço_Outros
18333,Lucrativo (D+R+),Preço_Outros
18334,Lucrativo (D+R+),Preço_Outros
18335,Lucrativo (D+R+),Preço_Outros
18336,Lucrativo (D+R+),Preço_Outros
18337,Lucrativo (D+R+),Preço_Outros
18338,Lucrativo (D+R+),Preço_Outros
18339,Lucrativo (D+R+),Preço_Outros
18340,Lucrativo (D+R+),Preço_Outros
18341,Lucrativo (D+R+),Preço_Outros
18342,Eficiente (D-R+),Preço_Outros
18343,Eficiente (D-R+),Preço_Outros
18344,Eficiente (D-R+),Preço_Outros
18345,Eficiente (D-R+),Preço_Outros
18346,Eficiente (D-R+),Preço_Outros
18347,Eficiente (D-R+),Preço_Outros
18348,Eficiente (D-R+),Preço_Outros
18349,Eficiente (D-R+),Preço_Outros
18350,Eficiente (D-R+),Preço_Outros
18351,Eficiente (D-R+),Preço_Outros
18352,Eficiente (D-R+),Preço_Outros
18353,Lucrativo (D+R+),Preço_Outros
18354,Lucrativo (D+R+),Preço_Outros
18355,Lucrativo (D+R+),Preço_Outros
18356,Lucrativo (D+R+),Preço_Outros
18357,Lucrativo (D+R+),Preço_Outros
18358,Lucrativo (D+R+),Preço_Outros
18359,Lucrativo (D+R+),Preço_Outros
18360,Lucrativo (D+R+),Preço_Outros
18361,Lucrativo (D+R+),Preço_Outros
18362,Eficiente (D-R+),Preço_Outros
18363,Lucrativo (D+R+),Preço_Outros
18364,Eficiente (D-R+),Preço_Outros
18365,Lucrativo (D+R+),Preço_Outros
18366,Estável (D-R-),Preço_Outros
18367,Lucrativo (D+R+),Preço_Outros
18368,Desafiador (D+R-),Preço_Outros
18369,Lucrativo (D+R+),Preço_Outros
18370,Lucrativo (D+R+),Preço_Outros
18371,Eficiente (D-R+),Preço_Outros
18372,Eficiente (D-R+),Preço_Outros
18373,Lucrativo (D+R+),Preço_Outros
18374,Lucrativo (D+R+),Preço_Outros
18375,Eficiente (D-R+),Preço_Outros
18376,Desafiador (D+R-),Preço_Outros
18377,Eficiente (D-R+),Preço_Outros
18378,Eficiente (D-R+),Preço_Outros
18379,Desafiador (D+R-),Preço_Outros
18380,Lucrativo (D+R+),Preço_Outros
18381,Eficiente (D-R+),Preço_Outros
18382,Eficiente (D-R+),Preço_Outros
18383,Lucrativo (D+R+),Preço_Outros
18384,Lucrativo (D+R+),Preço_Outros
18385,Lucrativo (D+R+),Preço_Outros
18386,Lucrativo (D+R+),Preço_Outros
18387,Lucrativo (D+R+),Preço_Outros
18388,Lucrativo (D+R+),Preço_Outros
18389,Estável (D-R-),Preço_Outros
18390,Eficiente (D-R+),Preço_Outros
18391,Estável (D-R-),Preço_Outros
18392,Lucrativo (D+R+),Preço_Outros
18393,Estável (D-R-),Preço_Outros
18394,Desafiador (D+R-),Preço_Outros
18395,Lucrativo (D+R+),Preço_Outros
18396,Lucrativo (D+R+),Preço_Outros
18397,Lucrativo (D+R+),Preço_Outros
18398,Lucrativo (D+R+),Preço_Outros
18399,Lucrativo (D+R+),Preço_Outros
18400,Lucrativo (D+R+),Preço_Outros
18401,Lucrativo (D+R+),Preço_Outros
18402,Lucrativo (D+R+),Preço_Outros
18403,Lucrativo (D+R+),Preço_Outros
18404,Lucrativo (D+R+),Preço_Outros
18405,Lucrativo (D+R+),Preço_Outros
18406,Lucrativo (D+R+),Preço_Outros
18407,Lucrativo (D+R+),Preço_Outros
18408,Lucrativo (D+R+),Preço_Outros
18409,Lucrativo (D+R+),Preço_Outros
18410,Lucrativo (D+R+),Preço_Outros
18411,Lucrativo (D+R+),Preço_Outros
18412,Lucrativo (D+R+),Preço_Outros
18413,Eficiente (D-R+),Preço_Outros
18414,Eficiente (D-R+),Preço_Outros
18415,Eficiente (D-R+),Preço_Outros
18416,Eficiente (D-R+),Preço_Outros
18417,Eficiente (D-R+),Preço_Outros
18418,Eficiente (D-R+),Preço_Outros
18419,Eficiente (D-R+),Preço_Outros
18420,Estável (D-R-),Preço_Outros
18421,Eficiente (D-R+),Preço_Outros
18422,Eficiente (D-R+),Preço_Outros
18423,Eficiente (D-R+),Preço_Outros
18424,Estável (D-R-),Preço_Outros
18425,Eficiente (D-R+),Preço_Outros
18426,Desafiador (D+R-),Preço_Outros
18427,Lucrativo (D+R+),Preço_Outros
18428,Desafiador (D+R-),Preço_Outros
18429,Lucrativo (D+R+),Preço_Outros
18430,Lucrativo (D+R+),Preço_Outros
18431,Lucrativo (D+R+),Preço_Outros
18432,Estável (D-R-),Preço_Outros
18433,Eficiente (D-R+),Preço_Outros
18434,Estável (D-R-),Preço_Outros
18435,Eficiente (D-R+),Preço_Outros
18436,Estável (D-R-),Preço_Outros
18437,Eficiente (D-R+),Preço_Outros
18438,Estável (D-R-),Preço_Outros
18439,Eficiente (D-R+),Preço_Outros
18440,Estável (D-R-),Preço_Outros
18441,Estável (D-R-),Preço_Outros
18442,Desafiador (D+R-),Preço_Outros
18443,Lucrativo (D+R+),Preço_Outros
18444,Estável (D-R-),Preço_Outros
18445,Eficiente (D-R+),Preço_Outros
18446,Lucrativo (D+R+),Preço_Outros
18447,Desafiador (D+R-),Preço_Outros
18448,Desafiador (D+R-),Preço_Outros
18449,Lucrativo (D+R+),Preço_Outros
18450,Lucrativo (D+R+),Preço_Outros
18451,Estável (D-R-),Preço_Outros
18452,Eficiente (D-R+),Preço_Outros
18453,Estável (D-R-),Preço_Outros
18454,Eficiente (D-R+),Preço_Outros
18455,Desafiador (D+R-),Preço_Outros
18456,Lucrativo (D+R+),Preço_Outros
18457,Lucrativo (D+R+),Preço_Outros
18458,Desafiador (D+R-),Preço_Outros
18459,Desafiador (D+R-),Preço_Outros
18460,Lucrativo (D+R+),Preço_Outros
18461,Lucrativo (D+R+),Preço_Outros
18462,Estável (D-R-),Preço_Outros
18463,Estável (D-R-),Preço_Outros
18464,Estável (D-R-),Preço_Outros
18465,Desafiador (D+R-),Preço_Outros
18466,Desafiador (D+R-),Preço_Outros
18467,Desafiador (D+R-),Preço_Outros
18468,Lucrativo (D+R+),Preço_Outros
18469,Lucrativo (D+R+),Preço_Outros
18470,Lucrativo (D+R+),Preço_Outros
18471,Lucrativo (D+R+),Preço_Outros
18472,Lucrativo (D+R+),Preço_Outros
18473,Lucrativo (D+R+),Preço_Outros
18474,Eficiente (D-R+),Preço_Outros
18475,Eficiente (D-R+),Preço_Outros
18476,Lucrativo (D+R+),Preço_Outros
18477,Eficiente (D-R+),Preço_Outros
18478,Lucrativo (D+R+),Preço_Outros
18479,Lucrativo (D+R+),Preço_Outros
